Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility Flag,Stn Press (kPa),Wind Chill
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-22 22:00,2021,2,22,22:00,1.4,-2.2,77,24,16,M,98.05,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-22 23:00,2021,2,22,23:00,1.2,-3.2,72,25,20,M,97.98,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 0:00,2021,2,23,0:00,0.4,-3.3,76,23,19,M,97.91,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 1:00,2021,2,23,1:00,-0.2,-3.7,77,23,27,M,97.89,-6
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 2:00,2021,2,23,2:00,-0.8,-4.2,78,24,28,M,97.86,-7
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 3:00,2021,2,23,3:00,-0.6,-3.8,79,23,11,M,97.74,-4
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 4:00,2021,2,23,4:00,0.1,-2.9,80,22,12,M,97.62,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 5:00,2021,2,23,5:00,0.4,-2.3,83,20,12,M,97.51,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 6:00,2021,2,23,6:00,0.5,-2,83,20,14,M,97.43,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 7:00,2021,2,23,7:00,0.5,-1.9,85,21,16,M,97.37,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 8:00,2021,2,23,8:00,0,-0.9,94,20,11,M,97.36,-4
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 9:00,2021,2,23,9:00,0.6,-0.4,93,22,11,M,97.36,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 10:00,2021,2,23,10:00,1.7,-0.2,87,24,13,M,97.35,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 11:00,2021,2,23,11:00,2.4,0.2,86,25,12,M,97.39,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 12:00,2021,2,23,12:00,3.1,-0.7,76,27,23,M,97.49,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 13:00,2021,2,23,13:00,3.4,-1.1,73,28,28,M,97.57,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 14:00,2021,2,23,14:00,3.5,-0.4,76,28,33,M,97.66,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 15:00,2021,2,23,15:00,3.9,-0.1,75,27,24,M,97.81,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 16:00,2021,2,23,16:00,4.4,0,73,27,32,M,97.94,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 17:00,2021,2,23,17:00,4.6,-0.1,71,28,32,M,98.04,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 18:00,2021,2,23,18:00,4.1,-0.8,70,27,23,M,98.16,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 19:00,2021,2,23,19:00,3.7,-1.1,71,27,23,M,98.33,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 20:00,2021,2,23,20:00,3.5,-0.6,75,27,16,M,98.48,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 21:00,2021,2,23,21:00,2.7,-0.5,80,24,9,M,98.59,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 22:00,2021,2,23,22:00,1.8,-0.8,83,27,12,M,98.69,
-79.37,43.86,TORONTO BUTTONVILLE A,6158409,2021-02-23 23:00,2021,2,23,23:00,1.1,-1.4,83,23,6,M,98.73,
