"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-19 19:00","2021","02","19","19:00","-4.1","","-8.0","","75","","","M","29","","17","","","M","99.62","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-19 20:00","2021","02","19","20:00","-5.1","","-9.6","","71","","","M","29","","18","","","M","99.63","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-19 21:00","2021","02","19","21:00","-6.1","","-9.6","","76","","","M","27","","10","","","M","99.64","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-19 22:00","2021","02","19","22:00","-5.5","","-9.2","","75","","","M","28","","16","","","M","99.68","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-19 23:00","2021","02","19","23:00","-5.4","","-9.2","","75","","","M","28","","16","","","M","99.65","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 00:00","2021","02","20","00:00","-5.3","","-8.7","","77","","","M","27","","13","","","M","99.63","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 01:00","2021","02","20","01:00","-5.5","","-8.3","","81","","","M","25","","5","","","M","99.63","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 02:00","2021","02","20","02:00","-6.0","","-8.8","","81","","","M","27","","8","","","M","99.64","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 03:00","2021","02","20","03:00","-6.5","","-9.2","","81","","","M","27","","14","","","M","99.62","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 04:00","2021","02","20","04:00","-6.5","","-9.4","","80","","","M","26","","9","","","M","99.62","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 05:00","2021","02","20","05:00","-6.2","","-9.7","","77","","","M","28","","20","","","M","99.62","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 06:00","2021","02","20","06:00","-6.5","","-9.6","","79","","","M","27","","14","","","M","99.63","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 07:00","2021","02","20","07:00","-7.3","","-10.1","","81","","","M","28","","16","","","M","99.66","","","","-14","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 08:00","2021","02","20","08:00","-7.2","","-10.3","","78","","","M","28","","15","","","M","99.70","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 09:00","2021","02","20","09:00","-5.9","","-9.7","","75","","","M","29","","17","","","M","99.75","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 10:00","2021","02","20","10:00","-5.7","","-9.5","","75","","","M","30","","18","","","M","99.77","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 11:00","2021","02","20","11:00","-3.9","","-9.6","","65","","","M","30","","22","","","M","99.79","","","","-10","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 12:00","2021","02","20","12:00","-3.1","","-9.8","","60","","","M","30","","22","","","M","99.83","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 13:00","2021","02","20","13:00","-2.9","","-11.4","","52","","","M","31","","22","","","M","99.82","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 14:00","2021","02","20","14:00","-3.9","","-8.3","","72","","","M","31","","23","","","M","99.82","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 15:00","2021","02","20","15:00","-3.4","","-8.5","","68","","","M","32","","27","","","M","99.87","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 16:00","2021","02","20","16:00","-3.4","","-9.0","","65","","","M","30","","28","","","M","99.93","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 17:00","2021","02","20","17:00","-4.6","","-9.0","","72","","","M","30","","27","","","M","100.00","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 18:00","2021","02","20","18:00","-4.9","","-10.8","","63","","","M","30","","26","","","M","100.08","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 19:00","2021","02","20","19:00","-5.8","","-10.9","","67","","","M","29","","22","","","M","100.19","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 20:00","2021","02","20","20:00","-6.5","","-10.6","","72","","","M","30","","21","","","M","100.25","","","","-14","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 21:00","2021","02","20","21:00","-6.9","","-10.7","","75","","","M","28","","17","","","M","100.32","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 22:00","2021","02","20","22:00","-7.8","","-12.0","","72","","","M","27","","12","","","M","100.36","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-20 23:00","2021","02","20","23:00","-7.9","","-12.5","","70","","","M","27","","12","","","M","100.45","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 00:00","2021","02","21","00:00","-10.5","","-13.5","","79","","","M","20","","8","","","M","100.51","","","","-15","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 01:00","2021","02","21","01:00","-8.8","","-11.4","","82","","","M","26","","7","","","M","100.57","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 02:00","2021","02","21","02:00","-8.3","","-11.1","","81","","","M","27","","7","","","M","100.62","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 03:00","2021","02","21","03:00","-7.7","","-10.5","","81","","","M","22","","7","","","M","100.65","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 04:00","2021","02","21","04:00","-7.4","","-10.8","","77","","","M","26","","7","","","M","100.65","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 05:00","2021","02","21","05:00","-8.6","","-11.3","","80","","","M","25","","4","","","M","100.69","","","","-11","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 06:00","2021","02","21","06:00","-12.2","","-14.1","","86","","","M","26","","8","","","M","100.74","","","","-17","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 07:00","2021","02","21","07:00","-12.2","","-13.9","","87","","","M","20","","2","","","M","100.75","","","","-13","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 08:00","2021","02","21","08:00","-11.1","","-12.6","","89","","","M","27","","13","","","M","100.80","","","","-18","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 09:00","2021","02","21","09:00","-6.9","","-10.7","","74","","","M","21","","10","","","M","100.85","","","","-12","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 10:00","2021","02","21","10:00","-4.5","","-9.9","","67","","","M","21","","11","","","M","100.83","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 11:00","2021","02","21","11:00","-3.0","","-10.0","","59","","","M","22","","13","","","M","100.80","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 12:00","2021","02","21","12:00","-1.9","","-10.3","","53","","","M","20","","15","","","M","100.78","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 13:00","2021","02","21","13:00","-2.6","","-9.7","","58","","","M","19","","21","","","M","100.73","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 14:00","2021","02","21","14:00","-2.8","","-10.0","","58","","","M","20","","23","","","M","100.61","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 15:00","2021","02","21","15:00","-2.4","","-9.3","","59","","","M","21","","13","","","M","100.58","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 16:00","2021","02","21","16:00","-2.6","","-9.6","","59","","","M","22","","20","","","M","100.56","","","","-9","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 17:00","2021","02","21","17:00","-3.4","","-9.7","","62","","","M","18","","14","","","M","100.46","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 18:00","2021","02","21","18:00","-4.1","","-9.4","","67","","","M","16","","10","","","M","100.37","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 19:00","2021","02","21","19:00","-4.1","","-9.1","","68","","","M","16","","10","","","M","100.30","","","","-8","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 20:00","2021","02","21","20:00","-4.2","","-8.8","","71","","","M","16","","7","","","M","100.14","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 21:00","2021","02","21","21:00","-4.0","","-8.7","","70","","","M","16","","8","","","M","99.99","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 22:00","2021","02","21","22:00","-2.9","","-8.9","","64","","","M","16","","9","","","M","99.91","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-21 23:00","2021","02","21","23:00","-2.2","","-8.1","","64","","","M","16","","9","","","M","99.78","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 00:00","2021","02","22","00:00","-2.0","","-6.7","","70","","","M","16","","12","","","M","99.59","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 01:00","2021","02","22","01:00","-1.6","","-6.5","","69","","","M","16","","11","","","M","99.45","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 02:00","2021","02","22","02:00","-1.6","","-6.7","","68","","","M","16","","8","","","M","99.26","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 03:00","2021","02","22","03:00","-1.2","","-7.6","","62","","","M","17","","9","","","M","99.11","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 04:00","2021","02","22","04:00","-0.6","","-7.3","","61","","","M","19","","22","","","M","98.98","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 05:00","2021","02","22","05:00","-2.0","","-3.8","","88","","","M","14","","14","","","M","98.75","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 06:00","2021","02","22","06:00","-1.9","","-3.0","","92","","","M","14","","17","","","M","98.53","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 07:00","2021","02","22","07:00","-0.9","","-1.6","","95","","","M","18","","23","","","M","98.34","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 08:00","2021","02","22","08:00","-0.6","","-1.3","","95","","","M","18","","21","","","M","98.20","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 09:00","2021","02","22","09:00","-0.1","","-0.8","","95","","","M","19","","20","","","M","98.05","","","","-5","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 10:00","2021","02","22","10:00","0.5","","-0.2","","95","","","M","20","","18","","","M","97.94","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 11:00","2021","02","22","11:00","1.4","","0.7","","95","","","M","21","","23","","","M","97.83","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 12:00","2021","02","22","12:00","2.0","","1.0","","93","","","M","20","","21","","","M","97.76","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 13:00","2021","02","22","13:00","2.3","","0.8","","90","","","M","21","","26","","","M","97.65","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 14:00","2021","02","22","14:00","2.0","","0.9","","92","","","M","22","","15","","","M","97.62","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 15:00","2021","02","22","15:00","2.6","","-0.3","","81","","","M","25","","30","","","M","97.66","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 16:00","2021","02","22","16:00","2.5","","-0.6","","80","","","M","25","","30","","","M","97.72","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 17:00","2021","02","22","17:00","2.4","","-1.0","","79","","","M","26","","30","","","M","97.75","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 18:00","2021","02","22","18:00","2.1","","-2.1","","74","","","M","26","","28","","","M","97.85","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 19:00","2021","02","22","19:00","1.5","","-3.7","","69","","","M","27","","33","","","M","97.97","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 20:00","2021","02","22","20:00","1.4","","-3.4","","71","","","M","27","","29","","","M","97.99","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 21:00","2021","02","22","21:00","1.5","","-2.4","","76","","","M","26","","33","","","M","98.03","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 22:00","2021","02","22","22:00","1.4","","-2.2","","77","","","M","24","","16","","","M","98.05","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-22 23:00","2021","02","22","23:00","1.2","","-3.2","","72","","","M","25","","20","","","M","97.98","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 00:00","2021","02","23","00:00","0.4","","-3.3","","76","","","M","23","","19","","","M","97.91","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 01:00","2021","02","23","01:00","-0.2","","-3.7","","77","","","M","23","","27","","","M","97.89","","","","-6","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 02:00","2021","02","23","02:00","-0.8","","-4.2","","78","","","M","24","","28","","","M","97.86","","","","-7","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 03:00","2021","02","23","03:00","-0.6","","-3.8","","79","","","M","23","","11","","","M","97.74","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 04:00","2021","02","23","04:00","0.1","","-2.9","","80","","","M","22","","12","","","M","97.62","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 05:00","2021","02","23","05:00","0.4","","-2.3","","83","","","M","20","","12","","","M","97.51","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 06:00","2021","02","23","06:00","0.5","","-2.0","","83","","","M","20","","14","","","M","97.43","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 07:00","2021","02","23","07:00","0.5","","-1.9","","85","","","M","21","","16","","","M","97.37","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 08:00","2021","02","23","08:00","0.0","","-0.9","","94","","","M","20","","11","","","M","97.36","","","","-4","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 09:00","2021","02","23","09:00","0.6","","-0.4","","93","","","M","22","","11","","","M","97.36","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 10:00","2021","02","23","10:00","1.7","","-0.2","","87","","","M","24","","13","","","M","97.35","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 11:00","2021","02","23","11:00","2.4","","0.2","","86","","","M","25","","12","","","M","97.39","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 12:00","2021","02","23","12:00","3.1","","-0.7","","76","","","M","27","","23","","","M","97.49","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 13:00","2021","02","23","13:00","3.4","","-1.1","","73","","","M","28","","28","","","M","97.57","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 14:00","2021","02","23","14:00","3.5","","-0.4","","76","","","M","28","","33","","","M","97.66","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 15:00","2021","02","23","15:00","3.9","","-0.1","","75","","","M","27","","24","","","M","97.81","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 16:00","2021","02","23","16:00","4.4","","0.0","","73","","","M","27","","32","","","M","97.94","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 17:00","2021","02","23","17:00","4.6","","-0.1","","71","","","M","28","","32","","","M","98.04","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 18:00","2021","02","23","18:00","4.1","","-0.8","","70","","","M","27","","23","","","M","98.16","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 19:00","2021","02","23","19:00","3.7","","-1.1","","71","","","M","27","","23","","","M","98.33","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 20:00","2021","02","23","20:00","3.5","","-0.6","","75","","","M","27","","16","","","M","98.48","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 21:00","2021","02","23","21:00","2.7","","-0.5","","80","","","M","24","","9","","","M","98.59","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 22:00","2021","02","23","22:00","1.8","","-0.8","","83","","","M","27","","12","","","M","98.69","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-23 23:00","2021","02","23","23:00","1.1","","-1.4","","83","","","M","23","","6","","","M","98.73","","","","","","NA"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 00:00","2021","02","24","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 01:00","2021","02","24","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 02:00","2021","02","24","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 03:00","2021","02","24","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 04:00","2021","02","24","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 05:00","2021","02","24","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 06:00","2021","02","24","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 07:00","2021","02","24","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 08:00","2021","02","24","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 09:00","2021","02","24","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 10:00","2021","02","24","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 11:00","2021","02","24","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 12:00","2021","02","24","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 13:00","2021","02","24","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 14:00","2021","02","24","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 15:00","2021","02","24","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 16:00","2021","02","24","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 17:00","2021","02","24","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 18:00","2021","02","24","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 19:00","2021","02","24","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 20:00","2021","02","24","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 21:00","2021","02","24","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 22:00","2021","02","24","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-24 23:00","2021","02","24","23:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 00:00","2021","02","25","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 01:00","2021","02","25","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 02:00","2021","02","25","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 03:00","2021","02","25","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 04:00","2021","02","25","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 05:00","2021","02","25","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 06:00","2021","02","25","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 07:00","2021","02","25","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 08:00","2021","02","25","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 09:00","2021","02","25","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 10:00","2021","02","25","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 11:00","2021","02","25","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 12:00","2021","02","25","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 13:00","2021","02","25","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 14:00","2021","02","25","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 15:00","2021","02","25","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 16:00","2021","02","25","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 17:00","2021","02","25","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 18:00","2021","02","25","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 19:00","2021","02","25","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 20:00","2021","02","25","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 21:00","2021","02","25","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 22:00","2021","02","25","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-25 23:00","2021","02","25","23:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 00:00","2021","02","26","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 01:00","2021","02","26","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 02:00","2021","02","26","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 03:00","2021","02","26","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 04:00","2021","02","26","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 05:00","2021","02","26","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 06:00","2021","02","26","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 07:00","2021","02","26","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 08:00","2021","02","26","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 09:00","2021","02","26","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 10:00","2021","02","26","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 11:00","2021","02","26","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 12:00","2021","02","26","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 13:00","2021","02","26","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 14:00","2021","02","26","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 15:00","2021","02","26","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 16:00","2021","02","26","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 17:00","2021","02","26","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 18:00","2021","02","26","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 19:00","2021","02","26","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 20:00","2021","02","26","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 21:00","2021","02","26","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 22:00","2021","02","26","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-26 23:00","2021","02","26","23:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 00:00","2021","02","27","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 01:00","2021","02","27","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 02:00","2021","02","27","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 03:00","2021","02","27","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 04:00","2021","02","27","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 05:00","2021","02","27","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 06:00","2021","02","27","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 07:00","2021","02","27","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 08:00","2021","02","27","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2021-02-27 09:00","2021","02","27","09:00"
