"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-30","2020","01","30","","-3.1","","-9.7","","-6.4","","24.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-01-31","2020","01","31","","-0.8","","-4.8","","-2.8","","20.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-01","2020","02","01","","0.4","","-3.6","","-1.6","","19.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-02","2020","02","02","","1.2","","-1.7","","-0.3","","18.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-03","2020","02","03","","5.0","","-2.0","","1.5","","16.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-04","2020","02","04","","1.8","","-4.8","","-1.5","","19.5","","0.0","","","","","","","","","","31","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-05","2020","02","05","","-4.4","","-8.8","","-6.6","","24.6","","0.0","","","","","","","","","","33","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-06","2020","02","06","","-4.2","","-6.0","","-5.1","","23.1","","0.0","","","","","","","","","","4","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-07","2020","02","07","","-4.3","","-12.1","","-8.2","","26.2","","0.0","","","","","","","","","","32","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-08","2020","02","08","","-9.1","","-16.7","","-12.9","","30.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-09","2020","02","09","","0.3","","-13.9","","-6.8","","24.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-10","2020","02","10","","2.9","","-0.8","","1.1","","16.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-11","2020","02","11","","2.2","","-2.2","","0.0","","18.0","","0.0","","","","","","","","","","28","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-12","2020","02","12","","1.6","","-3.5","","-1.0","","19.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-13","2020","02","13","","-0.7","","-18.7","","-9.7","","27.7","","0.0","","","","","","","","","","34","","43",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-14","2020","02","14","","-9.7","","-22.0","","-15.9","","33.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-15","2020","02","15","","0.0","","-11.5","","-5.8","","23.8","","0.0","","","","","","","","","","22","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-16","2020","02","16","","3.4","","-3.8","","-0.2","","18.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-17","2020","02","17","","-1.0","","-6.7","","-3.9","","21.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-18","2020","02","18","","4.8","","-2.4","","1.2","","16.8","","0.0","","","","","","","","","","28","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-19","2020","02","19","","-0.9","","-7.5","","-4.2","","22.2","","0.0","","","","","","","","","","31","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-20","2020","02","20","","-5.8","","-11.2","","-8.5","","26.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-21","2020","02","21","","0.2","","-11.2","","-5.5","","23.5","","0.0","","","","","","","","","","22","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-22","2020","02","22","","4.5","","-4.6","","-0.1","","18.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-23","2020","02","23","","7.2","","-4.4","","1.4","","16.6","","0.0","","","","","","","","","","18","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-24","2020","02","24","","8.5","","0.8","","4.7","","13.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-25","2020","02","25","","4.0","","0.2","","2.1","","15.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-26","2020","02","26","","2.0","","-4.3","","-1.2","","19.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-27","2020","02","27","","-3.2","","-6.4","","-4.8","","22.8","","0.0","","","","","","","","","","29","","61",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-28","2020","02","28","","-3.8","","-12.1","","-8.0","","26.0","","0.0","","","","","","","","","","25","","50",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-02-29","2020","02","29","","-5.3","","-15.9","","-10.6","","28.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-01","2020","03","01","","1.5","","-14.6","","-6.6","","24.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-02","2020","03","02","","6.2","","-1.9","","2.2","","15.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-03","2020","03","03","","3.1","","-0.8","","1.2","","16.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-04","2020","03","04","","5.4","","0.6","","3.0","","15.0","","0.0","","","","","","","","","","32","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-05","2020","03","05","","5.7","","-1.7","","2.0","","16.0","","0.0","","","","","","","","","","32","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-06","2020","03","06","","2.5","","-3.0","","-0.3","","18.3","","0.0","","","","","","","","","","3","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-07","2020","03","07","","3.9","","-7.7","","-1.9","","19.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-08","2020","03","08","","12.3","","-0.4","","6.0","","12.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-09","2020","03","09","","17.2","","7.7","","12.5","","5.5","","0.0","","","","","","","","","","23","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-10","2020","03","10","","11.0","","-1.6","","4.7","","13.3","","0.0","","","","","","","","","","32","","53",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-11","2020","03","11","","2.9","","-4.0","","-0.6","","18.6","","0.0","","","","","","","","","","14","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-12","2020","03","12","","6.2","","-1.5","","2.4","","15.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-13","2020","03","13","","7.7","","1.6","","4.7","","13.3","","0.0","","","","","","","","","","27","","60",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-14","2020","03","14","","2.5","","-1.5","","0.5","","17.5","","0.0","","","","","","","","","","30","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-15","2020","03","15","","3.1","","-4.6","","-0.8","","18.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-16","2020","03","16","","2.6","","-5.7","","-1.6","","19.6","","0.0","","","","","","","","","","13","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-17","2020","03","17","","6.9","","-1.5","","2.7","","15.3","","0.0","","","","","","","","","","26","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-18","2020","03","18","","3.3","","-4.5","","-0.6","","18.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-19","2020","03","19","","6.8","","2.7","","4.8","","13.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-20","2020","03","20","","17.9","","-5.1","","6.4","","11.6","","0.0","","","","","","","","","","31","","62",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-21","2020","03","21","","-0.4","","-9.5","","-5.0","","23.0","","0.0","","","","","","","","","","35","","53",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-22","2020","03","22","","0.0","","-7.2","","-3.6","","21.6","","0.0","","","","","","","","","","12","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-23","2020","03","23","","2.4","","-0.4","","1.0","","17.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-24","2020","03","24","","5.8","","-0.5","","2.7","","15.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-25","2020","03","25","","10.1","","0.1","","5.1","","12.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-26","2020","03","26","","12.1","","-0.1","","6.0","","12.0","","0.0","","","","","","","","","","35","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-27","2020","03","27","","10.5","","0.6","","5.6","","12.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-28","2020","03","28","","10.0","","0.5","","5.3","","12.7","","0.0","","","","","","","","","","10","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-29","2020","03","29","","17.2","","5.3","","11.3","","6.7","","0.0","","","","","","","","","","23","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-30","2020","03","30","","8.5","","4.3","","6.4","","11.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-03-31","2020","03","31","","5.8","","3.5","","4.7","","13.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-01","2020","04","01","","10.5","","0.0","","5.3","","12.7","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-02","2020","04","02","","12.1","","1.4","","6.8","","11.2","","0.0","","","","","","","","","","33","","47",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-03","2020","04","03","","10.3","","1.4","","5.9","","12.1","","0.0","","","","","","","","","","35","","38",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-04","2020","04","04","","10.7","","5.4","","8.1","","9.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-05","2020","04","05","","9.0","","1.2","","5.1","","12.9","","0.0","","","","","","","","","","32","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-06","2020","04","06","","14.5","","-0.3","","7.1","","10.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-07","2020","04","07","","14.5","","2.7","","8.6","","9.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-08","2020","04","08","","13.2","","5.1","","9.2","","8.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-09","2020","04","09","","8.3","","0.8","","4.6","","13.4","","0.0","","","","","","","","","","32","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-10","2020","04","10","","6.4","","-0.3","","3.1","","14.9","","0.0","","","","","","","","","","33","","51",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-11","2020","04","11","","9.0","","-1.0","","4.0","","14.0","","0.0","","","","","","","","","","32","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-12","2020","04","12","","12.1","","2.4","","7.3","","10.7","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-13","2020","04","13","","14.2","","1.7","","8.0","","10.0","","0.0","","","","","","","","","","29","","59",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-14","2020","04","14","","6.5","","-1.4","","2.6","","15.4","","0.0","","","","","","","","","","28","","53",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-15","2020","04","15","","3.6","","-3.1","","0.3","","17.7","","0.0","","","","","","","","","","29","","49",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-16","2020","04","16","","3.8","","-3.7","","0.1","","17.9","","0.0","","","","","","","","","","30","","44",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-17","2020","04","17","","6.2","","-2.1","","2.1","","15.9","","0.0","","","","","","","","","","21","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-18","2020","04","18","","10.1","","-3.5","","3.3","","14.7","","0.0","","","","","","","","","","18","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-19","2020","04","19","","12.3","","-1.2","","5.6","","12.4","","0.0","","","","","","","","","","35","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-20","2020","04","20","","7.2","","-3.9","","1.7","","16.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-21","2020","04","21","","7.1","","-2.0","","2.6","","15.4","","0.0","","","","","","","","","","28","","53",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-22","2020","04","22","","5.1","","-3.4","","0.9","","17.1","","0.0","","","","","","","","","","29","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-23","2020","04","23","","6.4","","-4.6","","0.9","","17.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-24","2020","04","24","","9.9","","2.3","","6.1","","11.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-25","2020","04","25","","13.8","","0.0","","6.9","","11.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-26","2020","04","26","","11.6","","5.7","","8.7","","9.3","","0.0","","","","","","","","","","6","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-27","2020","04","27","","15.5","","3.0","","9.3","","8.7","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-28","2020","04","28","","12.2","","5.3","","8.8","","9.2","","0.0","","","","","","","","","","10","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-29","2020","04","29","","14.0","","8.4","","11.2","","6.8","","0.0","","","","","","","","","","8","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-04-30","2020","04","30","","13.8","","8.5","","11.2","","6.8","","0.0","","","","","","","","","","10","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-01","2020","05","01","","15.2","","6.5","","10.9","","7.1","","0.0","","","","","","","","","","1","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-02","2020","05","02","","17.7","","4.7","","11.2","","6.8","","0.0","","","","","","","","","","19","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-03","2020","05","03","","20.8","","7.0","","13.9","","4.1","","0.0","","","","","","","","","","32","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-04","2020","05","04","","9.3","","2.0","","5.7","","12.3","","0.0","","","","","","","","","","35","","48",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-05","2020","05","05","","11.3","","-0.6","","5.4","","12.6","","0.0","","","","","","","","","","34","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-06","2020","05","06","","14.1","","1.7","","7.9","","10.1","","0.0","","","","","","","","","","1","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-07","2020","05","07","","12.0","","1.1","","6.6","","11.4","","0.0","","","","","","","","","","32","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-08","2020","05","08","","4.8","","-3.1","","0.9","","17.1","","0.0","","","","","","","","","","34","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-09","2020","05","09","","5.3","","-4.1","","0.6","","17.4","","0.0","","","","","","","","","","31","","58",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-10","2020","05","10","","6.2","","0.0","","3.1","","14.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-11","2020","05","11","","6.8","","-0.9","","3.0","","15.0","","0.0","","","","","","","","","","33","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-12","2020","05","12","","8.1","","-2.4","","2.9","","15.1","","0.0","","","","","","","","","","27","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-13","2020","05","13","","13.8","","-2.1","","5.9","","12.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-14","2020","05","14","","11.9","","3.8","","7.9","","10.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-15","2020","05","15","","17.1","","8.5","","12.8","","5.2","","0.0","","","","","","","","","","34","","34",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-16","2020","05","16","","18.4","","7.9","","13.2","","4.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-17","2020","05","17","","17.1","","5.7","","11.4","","6.6","","0.0","","","","","","","","","","12","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-18","2020","05","18","","14.6","","11.0","","12.8","","5.2","","0.0","","","","","","","","","","10","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-19","2020","05","19","","18.4","","12.2","","15.3","","2.7","","0.0","","","","","","","","","","9","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-20","2020","05","20","","19.4","","9.1","","14.3","","3.7","","0.0","","","","","","","","","","13","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-21","2020","05","21","","21.4","","5.7","","13.6","","4.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-22","2020","05","22","","25.6","","8.7","","17.2","","0.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-23","2020","05","23","","26.1","","12.0","","19.1","","0.0","","1.1","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-24","2020","05","24","","26.3","","15.7","","21.0","","0.0","","3.0","","","","","","","","","","13","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-25","2020","05","25","","30.8","","17.8","","24.3","","0.0","","6.3","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-26","2020","05","26","","31.8","","17.0","","24.4","","0.0","","6.4","","","","","","","","","","19","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-27","2020","05","27","","28.9","","18.3","","23.6","","0.0","","5.6","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28","2020","05","28","","23.8","","18.4","","21.1","","0.0","","3.1","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29","2020","05","29","","24.3","","13.2","","18.8","","0.0","","0.8","","","","","","","","","","20","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30","2020","05","30","","17.7","","6.7","","12.2","","5.8","","0.0","","","","","","","","","","32","","44",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31","2020","05","31","","14.5","","6.6","","10.6","","7.4","","0.0","","","","","","","","","","32","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-01","2020","06","01","","23.1","","7.6","","15.4","","2.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-02","2020","06","02","","23.9","","13.5","","18.7","","0.0","","0.7","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-03","2020","06","03","","26.3","","13.1","","19.7","","0.0","","1.7","","","","","","","","","","33","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-04","2020","06","04","","30.9","","15.8","","23.4","","0.0","","5.4","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-05","2020","06","05","","28.2","","15.4","","21.8","","0.0","","3.8","","","","","","","","","","20","","49",""
