"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-06","2020","06","06","","24.0","","12.9","","18.5","","0.0","","0.5","","","","","","","","","","30","","49",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-07","2020","06","07","","20.4","","10.6","","15.5","","2.5","","0.0","","","","","","","","","","31","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-08","2020","06","08","","24.5","","10.1","","17.3","","0.7","","0.0","","","","","","","","","","19","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-09","2020","06","09","","33.9","","14.3","","24.1","","0.0","","6.1","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-10","2020","06","10","","31.4","","17.3","","24.4","","0.0","","6.4","","","","","","","","","","21","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-11","2020","06","11","","23.6","","16.2","","19.9","","0.0","","1.9","","","","","","","","","","28","","54",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-12","2020","06","12","","17.7","","8.7","","13.2","","4.8","","0.0","","","","","","","","","","31","","50",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-13","2020","06","13","","19.0","","8.1","","13.6","","4.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-14","2020","06","14","","18.5","","6.7","","12.6","","5.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-15","2020","06","15","","20.9","","8.4","","14.7","","3.3","","0.0","","","","","","","","","","10","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-16","2020","06","16","","24.0","","9.7","","16.9","","1.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-17","2020","06","17","","28.1","","11.3","","19.7","","0.0","","1.7","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-18","2020","06","18","","29.4","","13.6","","21.5","","0.0","","3.5","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-19","2020","06","19","","30.4","","17.6","","24.0","","0.0","","6.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-20","2020","06","20","","32.3","","18.4","","25.4","","0.0","","7.4","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-21","2020","06","21","","31.6","","18.5","","25.1","","0.0","","7.1","","","","","","","","","","19","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-22","2020","06","22","","30.0","","19.2","","24.6","","0.0","","6.6","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-23","2020","06","23","","25.2","","17.7","","21.5","","0.0","","3.5","","","","","","","","","","23","","43",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-24","2020","06","24","","21.8","","15.3","","18.6","","0.0","","0.6","","","","","","","","","","27","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-25","2020","06","25","","26.0","","13.3","","19.7","","0.0","","1.7","","","","","","","","","","28","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-26","2020","06","26","","29.2","","15.9","","22.6","","0.0","","4.6","","","","","","","","","","29","","43",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-27","2020","06","27","","29.1","","18.9","","24.0","","0.0","","6.0","","","","","","","","","","28","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-28","2020","06","28","","28.1","","16.9","","22.5","","0.0","","4.5","","","","","","","","","","32","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-29","2020","06","29","","31.0","","18.4","","24.7","","0.0","","6.7","","","","","","","","","","31","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-06-30","2020","06","30","","27.8","","18.0","","22.9","","0.0","","4.9","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-01","2020","07","01","","31.3","","17.3","","24.3","","0.0","","6.3","","","","","","","","","","32","","34",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-02","2020","07","02","","33.5","","21.1","","27.3","","0.0","","9.3","","","","","","","","","","31","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-03","2020","07","03","","31.2","","21.7","","26.5","","0.0","","8.5","","","","","","","","","","32","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-04","2020","07","04","","30.8","","19.7","","25.3","","0.0","","7.3","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-05","2020","07","05","","31.6","","17.4","","24.5","","0.0","","6.5","","","","","","","","","","32","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-06","2020","07","06","","30.3","","19.1","","24.7","","0.0","","6.7","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-07","2020","07","07","","34.0","","19.1","","26.6","","0.0","","8.6","","","","","","","","","","19","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-08","2020","07","08","","32.8","","23.1","","28.0","","0.0","","10.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-09","2020","07","09","","35.0","","20.8","","27.9","","0.0","","9.9","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-10","2020","07","10","","32.5","","21.9","","27.2","","0.0","","9.2","","","","","","","","","","33","","55",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-11","2020","07","11","","26.8","","20.5","","23.7","","0.0","","5.7","","","","","","","","","","31","","43",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-12","2020","07","12","","26.4","","18.4","","22.4","","0.0","","4.4","","","","","","","","","","32","","43",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-13","2020","07","13","","24.4","","18.0","","21.2","","0.0","","3.2","","","","","","","","","","31","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-14","2020","07","14","","26.7","","17.1","","21.9","","0.0","","3.9","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-15","2020","07","15","","29.1","","16.9","","23.0","","0.0","","5.0","","","","","","","","","","19","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-16","2020","07","16","","25.8","","19.8","","22.8","","0.0","","4.8","","","","","","","","","","28","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-17","2020","07","17","","31.3","","20.0","","25.7","","0.0","","7.7","","","","","","","","","","25","","34",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-18","2020","07","18","","33.1","","19.9","","26.5","","0.0","","8.5","","","","","","","","","","19","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-19","2020","07","19","","29.9","","21.3","","25.6","","0.0","","7.6","","","","","","","","","","29","","51",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-20","2020","07","20","","28.9","","16.9","","22.9","","0.0","","4.9","","","","","","","","","","28","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-21","2020","07","21","","27.4","","15.3","","21.4","","0.0","","3.4","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-22","2020","07","22","","26.2","","18.3","","22.3","","0.0","","4.3","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-23","2020","07","23","","26.5","","17.8","","22.2","","0.0","","4.2","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-24","2020","07","24","","28.7","","16.7","","22.7","","0.0","","4.7","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-25","2020","07","25","","30.2","","16.9","","23.6","","0.0","","5.6","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-26","2020","07","26","","33.2","","20.9","","27.1","","0.0","","9.1","","","","","","","","","","29","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-27","2020","07","27","","31.3","","20.4","","25.9","","0.0","","7.9","","","","","","","","","","31","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-28","2020","07","28","","29.1","","17.9","","23.5","","0.0","","5.5","","","","","","","","","","29","","38",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-29","2020","07","29","","29.8","","18.9","","24.4","","0.0","","6.4","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-30","2020","07","30","","28.0","","16.5","","22.3","","0.0","","4.3","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-07-31","2020","07","31","","28.8","","17.6","","23.2","","0.0","","5.2","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-01","2020","08","01","","29.7","","17.8","","23.8","","0.0","","5.8","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-02","2020","08","02","","27.2","","18.6","","22.9","","0.0","","4.9","","","","","","","","","","28","","53",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-03","2020","08","03","","24.3","","17.8","","21.1","","0.0","","3.1","","","","","","","","","","19","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-04","2020","08","04","","24.5","","16.7","","20.6","","0.0","","2.6","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-05","2020","08","05","","23.3","","12.3","","17.8","","0.2","","0.0","","","","","","","","","","28","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-06","2020","08","06","","24.6","","11.5","","18.1","","0.0","","0.1","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-07","2020","08","07","","26.4","","13.3","","19.9","","0.0","","1.9","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-08","2020","08","08","","27.8","","15.3","","21.6","","0.0","","3.6","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-09","2020","08","09","","30.0","","20.1","","25.1","","0.0","","7.1","","","","","","","","","","28","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-10","2020","08","10","","32.5","","22.5","","27.5","","0.0","","9.5","","","","","","","","","","18","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-11","2020","08","11","","28.3","","17.2","","22.8","","0.0","","4.8","","","","","","","","","","28","","43",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-12","2020","08","12","","30.0","","13.8","","21.9","","0.0","","3.9","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-13","2020","08","13","","30.1","","17.8","","24.0","","0.0","","6.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-14","2020","08","14","","29.3","","17.7","","23.5","","0.0","","5.5","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-15","2020","08","15","","27.9","","13.7","","20.8","","0.0","","2.8","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-16","2020","08","16","","24.1","","16.2","","20.2","","0.0","","2.2","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-17","2020","08","17","","27.3","","15.0","","21.2","","0.0","","3.2","","","","","","","","","","34","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-18","2020","08","18","","24.0","","13.7","","18.9","","0.0","","0.9","","","","","","","","","","31","","45",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-19","2020","08","19","","22.7","","12.4","","17.6","","0.4","","0.0","","","","","","","","","","33","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-20","2020","08","20","","27.2","","9.5","","18.4","","0.0","","0.4","","","","","","","","","","19","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-21","2020","08","21","","29.8","","17.6","","23.7","","0.0","","5.7","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-22","2020","08","22","","30.7","","19.0","","24.9","","0.0","","6.9","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-23","2020","08","23","","32.7","","17.4","","25.1","","0.0","","7.1","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-24","2020","08","24","","32.3","","19.1","","25.7","","0.0","","7.7","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-25","2020","08","25","","26.1","","14.9","","20.5","","0.0","","2.5","","","","","","","","","","31","","50",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-26","2020","08","26","","21.7","","11.2","","16.5","","1.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-27","2020","08","27","","29.8","","18.5","","24.2","","0.0","","6.2","","","","","","","","","","31","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-28","2020","08","28","","24.2","","15.8","","20.0","","0.0","","2.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-29","2020","08","29","","25.6","","15.9","","20.8","","0.0","","2.8","","","","","","","","","","34","","52",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-30","2020","08","30","","22.4","","14.0","","18.2","","0.0","","0.2","","","","","","","","","","31","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-08-31","2020","08","31","","23.8","","12.7","","18.3","","0.0","","0.3","","","","","","","","","","12","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-01","2020","09","01","","28.0","","19.2","","23.6","","0.0","","5.6","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-02","2020","09","02","","28.0","","16.4","","22.2","","0.0","","4.2","","","","","","","","","","28","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-03","2020","09","03","","27.8","","12.8","","20.3","","0.0","","2.3","","","","","","","","","","16","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-04","2020","09","04","","21.7","","13.2","","17.5","","0.5","","0.0","","","","","","","","","","25","","44",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-05","2020","09","05","","21.2","","12.0","","16.6","","1.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-06","2020","09","06","","21.9","","7.6","","14.8","","3.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-07","2020","09","07","","24.5","","14.2","","19.4","","0.0","","1.4","","","","","","","","","","18","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-08","2020","09","08","","15.3","","13.4","","14.4","","3.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-09","2020","09","09","","17.6","","13.4","","15.5","","2.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-10","2020","09","10","","18.7","","12.1","","15.4","","2.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-11","2020","09","11","","18.8","","8.1","","13.5","","4.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-12","2020","09","12","","20.3","","7.8","","14.1","","3.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-13","2020","09","13","","25.4","","14.2","","19.8","","0.0","","1.8","","","","","","","","","","26","","47",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-14","2020","09","14","","17.0","","6.0","","11.5","","6.5","","0.0","","","","","","","","","","31","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-15","2020","09","15","","18.9","","5.3","","12.1","","5.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-16","2020","09","16","","24.8","","13.2","","19.0","","0.0","","1.0","","","","","","","","","","21","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-17","2020","09","17","","18.5","","7.6","","13.1","","4.9","","0.0","","","","","","","","","","32","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-18","2020","09","18","","15.2","","4.2","","9.7","","8.3","","0.0","","","","","","","","","","36","","38",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-19","2020","09","19","","15.1","","1.8","","8.5","","9.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-20","2020","09","20","","16.4","","4.9","","10.7","","7.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-21","2020","09","21","","19.8","","3.6","","11.7","","6.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-22","2020","09","22","","21.7","","5.7","","13.7","","4.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-23","2020","09","23","","26.5","","11.9","","19.2","","0.0","","1.2","","","","","","","","","","29","","38",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-24","2020","09","24","","26.2","","8.9","","17.6","","0.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-25","2020","09","25","","26.1","","12.8","","19.5","","0.0","","1.5","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-26","2020","09","26","","25.6","","13.3","","19.5","","0.0","","1.5","","","","","","","","","","19","","31",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-27","2020","09","27","","25.8","","18.9","","22.4","","0.0","","4.4","","","","","","","","","","19","","36",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-28","2020","09","28","","26.3","","14.5","","20.4","","0.0","","2.4","","","","","","","","","","18","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-29","2020","09","29","","19.0","","12.6","","15.8","","2.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-09-30","2020","09","30","","18.2","","10.2","","14.2","","3.8","","0.0","","","","","","","","","","25","","49",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-01","2020","10","01","","17.4","","8.8","","13.1","","4.9","","0.0","","","","","","","","","","30","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-02","2020","10","02","","14.6","","5.1","","9.9","","8.1","","0.0","","","","","","","","","","33","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-03","2020","10","03","","14.0","","2.7","","8.4","","9.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-04","2020","10","04","","10.8","","5.2","","8.0","","10.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-05","2020","10","05","","15.5","","8.0","","11.8","","6.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-06","2020","10","06","","18.5","","5.1","","11.8","","6.2","","0.0","","","","","","","","","","19","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-07","2020","10","07","","18.2","","9.5","","13.9","","4.1","","0.0","","","","","","","","","","29","","67",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-08","2020","10","08","","14.0","","3.8","","8.9","","9.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-09","2020","10","09","","17.1","","1.7","","9.4","","8.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-10","2020","10","10","","22.1","","7.3","","14.7","","3.3","","0.0","","","","","","","","","","31","","44",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-11","2020","10","11","","11.7","","2.7","","7.2","","10.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-12","2020","10","12","","16.0","","5.7","","10.9","","7.1","","0.0","","","","","","","","","","12","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-13","2020","10","13","","18.1","","10.2","","14.2","","3.8","","0.0","","","","","","","","","","30","","34",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-14","2020","10","14","","17.3","","7.4","","12.4","","5.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-15","2020","10","15","","16.3","","7.9","","12.1","","5.9","","0.0","","","","","","","","","","24","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-16","2020","10","16","","11.8","","3.0","","7.4","","10.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-17","2020","10","17","","13.3","","-0.3","","6.5","","11.5","","0.0","","","","","","","","","","20","","32",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-18","2020","10","18","","13.1","","6.0","","9.6","","8.4","","0.0","","","","","","","","","","19","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-19","2020","10","19","","7.6","","5.5","","6.6","","11.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-20","2020","10","20","","10.7","","5.4","","8.1","","9.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-21","2020","10","21","","16.5","","5.6","","11.1","","6.9","","0.0","","","","","","","","","","29","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-22","2020","10","22","","11.9","","7.7","","9.8","","8.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-23","2020","10","23","","24.0","","8.2","","16.1","","1.9","","0.0","","","","","","","","","","20","","49",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-24","2020","10","24","","8.2","","1.5","","4.9","","13.1","","0.0","","","","","","","","","","31","","43",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-25","2020","10","25","","6.9","","0.8","","3.9","","14.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-26","2020","10","26","","7.7","","2.5","","5.1","","12.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-27","2020","10","27","","5.5","","1.7","","3.6","","14.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-28","2020","10","28","","11.2","","1.8","","6.5","","11.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-29","2020","10","29","","10.1","","1.6","","5.9","","12.1","","0.0","","","","","","","","","","4","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-30","2020","10","30","","2.4","","-3.9","","-0.8","","18.8","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-10-31","2020","10","31","","5.8","","-6.5","","-0.4","","18.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-01","2020","11","01","","11.1","","-0.7","","5.2","","12.8","","0.0","","","","","","","","","","20","","53",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-02","2020","11","02","","6.6","","-2.9","","1.9","","16.1","","0.0","","","","","","","","","","34","","50",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-03","2020","11","03","","6.6","","2.8","","4.7","","13.3","","0.0","","","","","","","","","","29","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-04","2020","11","04","","17.9","","0.3","","9.1","","8.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-05","2020","11","05","","17.7","","10.2","","14.0","","4.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-06","2020","11","06","","20.6","","4.1","","12.4","","5.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-07","2020","11","07","","21.4","","7.8","","14.6","","3.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-08","2020","11","08","","21.9","","3.6","","12.8","","5.2","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-09","2020","11","09","","20.9","","6.5","","13.7","","4.3","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-10","2020","11","10","","23.6","","6.6","","15.1","","2.9","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-11","2020","11","11","","17.9","","5.3","","11.6","","6.4","","0.0","","","","","","","","","","19","","35",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-12","2020","11","12","","10.0","","0.7","","5.4","","12.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-13","2020","11","13","","8.4","","0.9","","4.7","","13.3","","0.0","","","","","","","","","","30","","34",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-14","2020","11","14","","8.0","","2.0","","5.0","","13.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-15","2020","11","15","","12.2","","3.8","","8.0","","10.0","","0.0","","","","","","","","","","23","","72",""
